Num,场景,思维,标签
1933,你成绩很差，虽然很努力学习了，但是结果还是不理想。,目前看起来，一切停滞不前，但我相信只要付出必有收获。所以，我会继续奋力向前。,非扭曲
1934,你们家有线电视的机顶盒坏了，联系有关部门的人员来维修，总是推迟。,怎么这么低效啊，这都多少天了，我比赛都不能正常看了，气死我了，我一定得去举报这家公司，让他们倒闭,情绪化推理
1935,最近你感觉有时候站起来就头晕，感觉头重脚轻那种,我坐的时间可能过长，我应该经常活动休息一下。,非扭曲
1936,别人说你脸色不好仿佛别人欠了你的钱,就算我解释我没欠钱他肯定还是不在意，这个问题就没法解决了,算命
1937,你最近夜不归宿，父亲找你谈话，言语中有些激动与愤怒。,我感觉自己没有做到一个子女应尽的责任，让父亲这么生气，我真是一个不孝顺的孩子。,乱贴标签
1938,经常性的加班，让你感觉太难受了。,年轻人哪里有不加班的，更何况又不是你一个人，别那么抗拒，要学会接受。,非扭曲
1939,父母年纪都即将六十岁，常年务农都一身病，最近经常说好累好累,我一定要好好工作赚好多好多钱，把爸爸妈妈的病治好，让他们舒舒服服地变老,非扭曲
1940,走在路上，一只流浪狗冲过来咬了你。,我被流浪狗咬了一口，我已经可以看见狂犬病的阴影向我逼近。这一切治疗费用会让我无法支付房租,算命
1941,自己忘带了自己的作业，老师罚你去后面听课。,犯错了被罚也是正常的，忘带作业也不是什么大错，过了就完事。可是这次的错误会让大家都觉得我是个马虎的人，以后都不会信任我了。,读心术
1942,你感觉自己表达能力很差，容易说错话,我当时就不该说这句话，我干嘛多此一举啊，服了，要是不说这句话这次一定能成功了。,个人化归责
1943,你再婚了，两个继子都不肯喊你“爸爸”，说你根本就不是他们的父亲，不服他管教，,他们就是讨厌我，不希望我待在这里，他们巴不得我马上消失,读心术
1944,别人说你脸色不好仿佛别人欠了你的钱,当在网络冲浪时遇到不喜欢的内容，我应该果断点击叉叉，避免进一步的困扰和烦恼。,非扭曲
1945,从小立下苦誓，长大后要事业有成。家庭美满。长大后，却发现，月入3k也得拼命加班。每个月交房租生活费，存款寥寥无几,起早贪黑的工作，疯狂加班，感觉身心俱疲，哎，生活真不容易啊。,非扭曲
1946,你有一个朋友相处两年，现在最近几周并没有和你联系。,对于她而言，我只是个可有可无的人而已，以前也是我主动联系她，我一停下，她也不继续了，果然是我在自作多情,读心术
1947,点的外卖被偷了。,呵呵，我的外卖在南方根本就没丢过，东北人就是素质差！连外卖都要偷！落后地区就是这样，穷山恶水养刁民！,过度泛化
1948,你一直以来的状态和家人联系比较少，只发发短信,我和家里人联系这么少，估计是没有人爱我的，我会孤独终老吧,算命
1949,你一直以来的状态和家人联系比较少，只发发短信,我是一个冷漠无情的人，我不会跟任何人建立长久的联系,乱贴标签
1950,你突然发现自己家中被盗了。,我什么事情也做不好，这都是我的报应,个人化归责
1951,你看到别人周末一起出去玩，却没有人叫你出去玩。,我甚至没有一个愿意邀请我出去玩的朋友，我活在这个世界上还有什么意义？,非黑即白
1952,两个孩子没有你在旁照顾、督导，慢慢发生了行为问题，学校功课也不及格。,他们就是没有自我约束力，他们不适合学习，就是学渣,乱贴标签
1953,你加入的社团也没交到朋友，熟人都没有,我本就是个不善沟通的人，不懂得跟别人怎么交流，是个社恐患者。,乱贴标签
1954,去餐馆吃饭，你发现吃出了一只小虫子。,我刚才跟虫子吃了同一碗饭，恶心得我恨不得原地去世,非黑即白
1955,年迈的父母与你在育儿想法上发生了冲突。,和爸妈吵架的时候，我孩子就在旁边看着我，给他立了一个坏榜样，我真是一个不合格的母亲。,乱贴标签
1956,去餐馆吃饭，你发现吃出了一只小虫子。,好不容易来餐馆吃一次饭还碰到这种事，真倒霉,非扭曲
1957,你在外地打工，突然电话打过来，你的父母去世了。,这个世界最疼爱我的人离开了，这个世界再也没有什么可以牵挂的了，我看不到任何生活下去的意义。,情绪化推理
1958,投资失败，失去了自己的存款,普通人根本没法靠自己创业成功的，那些好投资的资源都掌握在有钱人手里,过度泛化
1959,你之前在的公司效益不好倒闭了，所以你已经半年没有工作了,失业的日子里，我不知道自己是否能胜任其他职位，外面的竞争环境也让我感到焦虑。,非扭曲
1960,突然你走在外面，发现自己衣服反了。,我不活了，这也太尴尬了吧，我这辈子都不要上街了，我的形象在今天全都毁完了,非黑即白
1961,做梦嫁给白马王子，最后你只嫁给了你并不喜欢的丈夫。,梦想变成了噩梦，秒变成了分钟，分钟变成了小时，痛苦非常真实。,情绪化推理
1962,突然凌晨三点起床，你还是感觉很困，明天工作可能受影响。,我相信我还能再睡会，不会影响自己的,非扭曲
1963,最近工作特别忙碌，上司给了你很大的压力，但周围同事看起来没有什么异常。,我面临巨大的压力，或许我可以找一位与我关系良好的同事倾诉，她可能会安慰我或提供一些建议。,非扭曲
1964,你被家人的冷暴力逼到一个爆炸的临界点，不受控制地歇斯底里。,我在这个世界没有依靠了，没有人在乎我，谁都不爱我。,过度泛化
1965,你和朋友每天一起吃饭，突然有一天她没来找你吃饭。,我不讨人喜欢，我本来就不配有朋友，没人能和我永远在一起,乱贴标签
1966,父母最近在吵架，没有太管你。,我的父母经常吵架，可能是因为我不够优秀，我的成绩不好，这使得父亲总是责怪母亲。,个人化归责
1967,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,我都这样了他还不厌其烦的照顾我，他可真是我最好的朋友。,非扭曲
1968,你辛辛苦苦做了家务，父母没有看见,哈，辛辛苦苦干的活却没人看见，看来我以后即使我付出再多努力，别人也看不到吧。,过度泛化
1969,上级将远超于你的工作量分配给了你，你感觉太累了。,我真的累了，真的做不完这么多工作，可是上级给了我，我却没有完成，这太对不起他了都是我不好，都是我能力太差，都是我效率太低,个人化归责
1970,你发现你辛辛苦苦做的PPT，自己没有保存下来。,我连一个PPT都做不好，我还能干什么呢，我就是一个废物,乱贴标签
1971,你最近怀孕了，感觉很难受。,我被这个孩子折磨得不成人形，有时候真想放弃所有人一死了之,情绪化推理
1972,父母年纪都即将六十岁，常年务农都一身病，最近经常说好累好累,看见爸妈身体这么难受我也很痛苦，我真想替他们受这份苦啊。我一定是个无能的孩子，因为我不能分担他们的痛苦。,非黑即白
1973,你准备的复习资料完全和考试对应不上。,考试太难了，我还不如上床发呆打游戏。,非扭曲
1974,你和同事一起工作，你感觉自己负担重了，她们负担轻了。,同样的薪酬，工作却不均等，我认为这样的分配不公，应与上司反映情况。,非扭曲
1975,滚滚车流中，一辆车超到了我们的前面。,嗯？好奇怪啊，他干嘛突然超到我前面，有些莫名其妙，所幸没耽误我什么，随便他好了,非扭曲
1976,有人欺负你，说你是一个不重要的人。,他居然这么说我，我的心里很难过，我该怎么办,非扭曲
1977,你一直以来的状态和家人联系比较少，只发发短信,我不是一个合格的孩子，我不应该拥有父母,乱贴标签
1978,你被家人的冷暴力逼到一个爆炸的临界点，不受控制地歇斯底里。,是不是只有我有钱了你们才会爱我，都是因为我没钱，我没有考一个好大学让你们丢脸了！,个人化归责
1979,父母总把你和其他孩子作对比，你感到很不开心。,如果我能事事都做得比别人好，那父母自然不会拿我跟别人对比,非扭曲
1980,同事或者领导，又给你增加了新的工作任务,我是工作积极，工作能力强的员工。,非扭曲
1981,你最近在父亲的手机里 发现了小三的微信。,我的同学们家庭都非常和睦。她们觉得我和她们不是一路人。,读心术
1982,最近因为疫情，你的蛋糕店经营不是很好。,疫情大环境下也办法，过了这一段时间情况会好起来的,非扭曲
1983,你的同事说话不太注意，经常没话找话而且说的还难听。,他是不是没注意到自己说话这么难听啊，不行我得暗戳戳的提点一下他。,读心术
1984,你爱人前段时候意外去世了。,她还这么年轻，这么优秀，为什么上天要带走她！我好难过！,非扭曲
1985,最近有一个很帅的男生，你希望和他表白，但是他和你差距比较大。,万一表白成功了呢，而且就算不成功，我也把自己的心意表达了，至少不留遗憾了,非扭曲
1986,你最近想看自己的毕业照，但你怎么也找不到了。,这么重要的东西都能弄丢，我感到十分懊恼，我觉得自己是个丢三落四的冒失鬼。,乱贴标签
1987,你被强行拍了裸照，你很难受，不敢告诉其他人。,我四肢那么瘦弱才会被欺负，被拍裸照的，这是我平时没有锻炼，缺乏自我保护能力的结果,个人化归责
1988,作为中年人，你唯一的独生子去世了。,白发人送黑发人的悲伤，实在是太令人痛苦了,非扭曲
1989,你加入的社团也没交到朋友，熟人都没有,无疑，我的相貌不足以吸引他们，看看那个长得美丽的姑娘，人们纷纷上前攀谈。,个人化归责
1990,你有一个朋友相处两年，现在最近几周并没有和你联系。,她肯定是有了新朋友，不再需要我了，也是，“我不再需要你了”这样的话她是不会亲口说给我听的,读心术
1991,我最近因为疫情，你的蛋糕店经营不是很好。,我的经营策略出错，导致了目前的糟糕局面，这完全是我的过错。,个人化归责
1992,最近因为疫情，你的蛋糕店经营不是很好。,由于近期的疫情影响，你的糕点小店生意颇为冷淡。,非扭曲
1993,你精心饲养的小狗去世了，你感到非常伤心难过。,我独自承受着无法言说的事情，我感到崩溃，或许应该放手一搏，这个世界没有我值得留恋的东西。,情绪化推理
1994,你最近在父亲的手机里 发现了小三的微信。,我变得不敢去学校，生怕同学知道这件事情后认为我是出轨的人的孩子，他们一定会看不起我。,算命
1995,领导昨天要的文件，你今天才想起来，准备送过去。,完了完了，这回肯定要挨说了,算命
1996,你和朋友每天一起吃饭，突然有一天她没来找你吃饭。,好痛苦，为什么每个人都是这样不辞而别,过度泛化
1997,你一直以来的状态和家人联系比较少，只发发短信,我出差在外，与家人的联系变得更少了。然而，这并不是我能够主观解决的问题，我无法左右外界的因素。,非扭曲
1998,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,我爸妈也不关心我，我的腿都这样了也只是给我打几个电话，没有人能照顾我，我真的好难过好崩溃。我是被遗弃的孩子。,个人化归责
1999,你最近夜不归宿，父亲找你谈话，言语中有些激动与愤怒。,父亲这么生气都是因为我，是我干的不对。,个人化归责
2000,上级将远超于你的工作量分配给了你，你感觉太累了。,我要是一直工作下去把自己累出点什么事，就可以休息一下了，这样的工作强度我真的受不了了,非扭曲
2001,两个孩子没有你在旁照顾、督导，慢慢发生了行为问题，学校功课也不及格。,这群坏孩子，既不懂得体谅父母也不好好学习，真是白养他们这么大了。,乱贴标签
2002,父母总把你和其他孩子作对比，你感到很不开心。,反正我也不如别人，那就摆烂好了，那就让我沉沦吧，接受失败的洗礼。,非黑即白
2003,你之前在的公司效益不好倒闭了，所以你已经半年没有工作了,我不想这么负能量，但是我就是好emo啊!,非扭曲
2004,和同学约好去打篮球，到点了他却没有来。,从目前的状况来看，他应该是像以前一样又迟到了,非扭曲
2005,你的同事，同一年进公司，你感觉她总喜欢压你一头,我真的一点都不喜欢和别人竞争，这样的竞争会给我带来压力，连工作的心情都没有了，就好像拖着一具行尸走肉一样,情绪化推理
2006,你买了一袋鸭脖，吃鸭脖卡住了喉咙。,不如意之事接连发生，连吃鸭脖也像是在和我作对，真是祸不单行,算命
2007,你和父母大吵了一架，事后父母很伤心，你感觉很愧疚。,都是我不好，如果我的语气能再缓和一点，他们肯定不能和我吵起来，也不会很伤心了。,个人化归责
2008,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,我感到内疚，因为我一直在耽误朋友的时间，以至于他的小测验没考好。,个人化归责
2009,你的同事，同一年进公司，你感觉她总喜欢压你一头,我希望能从事最令人兴奋的职业，极度危险和高风险的工作。我是一名会计师。,非扭曲
2010,你游泳抽筋了，有些难过。,在通话中哭泣，发泄情绪，因为那真的让我有些感觉。,情绪化推理
2011,走在路上你感觉饿了，但周围一家饭店都没有,我打算去享用一顿美食来补充能量，这样我肯定会面色红润。,非扭曲
2012,最近你感觉有时候站起来就头晕，感觉头重脚轻那种,防微杜渐，让我接受一下现代医疗技术。,非扭曲
2013,你努力学习，本来期待着考出好成绩，但你只是勉强及格。,什么破试卷什么破题，我真的受不了了,非扭曲
2014,你一直以为自己是公司最出色的员工，但是你听见老板并不是如此认为。,老板这么认为自然有他的道理，也许确实还有比我更出色的员工，我应该继续努力。,非扭曲
2015,室友和你聊天，你不同意她的观点,这件事怎么可能这样想？我不如从此和她断交，她真的太可怕了。,情绪化推理
2016,你发现你辛辛苦苦做的PPT，自己没有保存下来。,从小到大，这种事情一直都在发生，总是在关键时刻掉链子，没有一回争气的，,过度泛化
2017,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,我现在每天连上课都需要有人陪，我真是个无能的人。,乱贴标签
2018,你最近感觉学习有点艰难，论文写得你很头疼，老师因为论文已经找你好几次了,老师们都这样，就喜欢在学生地论文中鸡蛋里挑骨头，他们总是这样高高在上，觉得学生们干什么都不能让他们满意,过度泛化
2019,丈夫对你表示了不满，说你天天什么也不用做，就靠他养着,我无力，无业，我就是一个血噬生灵的恶鬼，倚赖着丈夫的恩惠生存。,乱贴标签
2020,最近晚上有失眠的情况发生,睡不着算了，趁这个机会做点平时想做但没时间做的事吧，说不定就困了能睡觉了呢。不过这也许只是在自欺欺人，我是不是在逃避问题？,非扭曲
2021,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,我只是喜欢在你心中的位置，这对我来说是一个很好的开始。,非扭曲
2022,你在过去曾经与朋友交往时出现问题,我和我最好的朋友的交往都会出现问题，我未来和其它人的交往肯定也会出问题,算命
2023,你检测出了脑肿瘤，很彷徨，感到很害怕。,我肯定活不长了,算命
2024,领导今天批评了你，说你工作能力不足。,领导训话的时候我差点哭出来，心里有无数的委屈，我不如辞职回家躺着。,情绪化推理
2025,周末在学校外戴耳钉被班主任看到,完了，被老师看到我带耳钉 ，他一定会告诉我的父母，那我父母一定会打死我的！,算命
2026,你辛辛苦苦写的论文，并没有得到同行认可。,我是不是不值得被认可，从小到大，谁也不认可我,过度泛化
2027,你在外地打工，突然电话打过来，你的父母去世了。,我是父母的养子，他们这么突然的离开，就是为了摆脱我，他们不想再养育我了,读心术
2028,你觉得很难集中注意力，学习效率也很低，整天脑袋空空的,学习太难了，我根本就不是个学习的那块料。,乱贴标签
2029,你辛辛苦苦写的论文，并没有得到同行认可。,不要带着期望去做这个课题，以换取回报。我大部分时间都会失败。,算命
2030,你的父亲去世了，你十分悲伤。,我就是个不孝的儿子，没能在父亲最后的时光里陪伴他左右。,乱贴标签
2031,你与舍友生活习惯差异较大，因日常生活琐事产生冲突,我真的很崩溃，我没办法解决和室友的关系,情绪化推理
2032,有人欺负你，说你是一个不重要的人。,我这种无关紧要的存在就应该尽早消失在这个世界上才是正确的,非黑即白
2033,你被强行拍了裸照，你很难受，不敢告诉其他人。,坏人！他这样的坏人就应该去死！他毁了我！我也没有脸活在世上了，我也应该去死！,情绪化推理
2034,最近因为疫情，你的蛋糕店经营不是很好。,做食品生意就是这么脆弱，经不起打击，这个行业就是个火坑，谁做谁完蛋。,过度泛化
2035,去餐馆吃饭，你发现吃出了一只小虫子。,我刚才吃的都是有虫子的菜？不行好恶心，赶紧找老板出来解释一下，受不了了。这家餐馆太糟糕了，简直是全城最差的餐馆。,非黑即白
2036,你并不是一个长得好看的孩子，你感到有些自卑。,我的样貌是我失败的原罪，所有的失败都是要因为我不好看,个人化归责
2037,你觉得工作岗位上，同事每天都很努力，给你带来了压力。,看见别人努力我就焦虑得不行，我真是个见不得别人好的卑鄙小人,乱贴标签
2038,你买了一袋鸭脖，吃鸭脖卡住了喉咙。,烦死了，我看我接下来还是躺在床上啥也别做吧，真是诸事不顺。,情绪化推理
2039,突然在你所在的地方爆发了战争。,挑起争端的国家真恶心，果然就不应该存在武器这种东西。,乱贴标签
2040,你爱人前段时候意外去世了。,离了你，我就成了寡妇了，所有人都知道，寡妇最好欺负，他们会嘲笑我、侮辱我、抢我的东西、强迫我干我不想干的事情，没了你，我可怎么办啊,读心术
2041,你正在努力考研，此时你女朋友抱怨你最近忽视了他,我就是个彻底的废物，明明什么事情都在做，却什么事情都做不好,乱贴标签
2042,你辛辛苦苦写的论文，并没有得到同行认可。,我的论文发表不出去，我会毕不了业，没人要我，流落街头,算命
2043,投资失败，失去了自己的存款,我的钱都没了，没了！我活不下去了！让我跟我的钱一起走吧，我不想活了！,非黑即白
2044,丈夫觉得妻子每周买衣服太浪费，妻子觉得丈夫给老家人的钱太多了,如果我有足够的本事，能够多赚一些钱，那么我就能让妻子和家乡的亲人们满足，所有的争吵，我都负有罪责。,个人化归责
2045,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,他肯定会嫌我麻烦，只不过不好意思说出来罢了。,读心术
2046,你看到别人周末一起出去玩，却没有人叫你出去玩。,别人周末一起出去玩了，没有人叫我，不会有人叫我一起出去玩了，他们合伙拍视频也肯定没有人叫我。,过度泛化
2047,很不幸，你被确诊为了精神疾病。,我怎么这么敏感脆弱，一有点小事就胡思乱想，这下好了，确诊精神病了，多耽误事儿呀,乱贴标签
2048,你和最要好的朋友发生了争执，你们互不相让，表示要绝交。,我和他吵架了，以后还会经常性吵架,算命
2049,最近晚上有失眠的情况发生,吃了安眠药还是失眠了，连药都不管用我彻底没治了。,过度泛化
2050,点的外卖被偷了。,光天化日偷外卖？我一定要报警查监控，找到偷我外卖的人！,非扭曲
2051,你最近想看自己的毕业照，但你怎么也找不到了。,我在心里对我自己有点小抱怨，自己还是有点丢三落四，下次一定要收拾好东西，不要再弄丢了。,非扭曲
2052,你走在路上，卡车过来溅了你一身水。,下这么大雨出个门真不方便，搞成这副样子，还好没穿我的新衣服出来。,非扭曲
2053,投资失败，失去了自己的存款,失败往往是成功之母！多少大企业家都经历过失败，只要我不放弃，始终坚持，我一定能有所收获！,非扭曲
2054,吃了很多高热量食物，体重还是无法降下来。,胖就胖一点吧，只要我还健康，开心最重要,非扭曲
2055,你精心饲养的小狗去世了，你感到非常伤心难过。,小狗的年纪到了要离开我的时候，我从小狗那得到了很多美好回忆,非扭曲
2056,进入一家新公司，你发现新公司好像与老公司差别不大。,好烦。,情绪化推理
2057,你被强行拍了裸照，你很难受，不敢告诉其他人。,被拍了裸照，我是一个没人要的女孩子了，我的身体已经脏了，我简直令人唾弃。,乱贴标签
2058,最近晚上有失眠的情况发生，,放平心态调整呼吸，我一定能睡着的,非扭曲
2059,为了让他成绩提高，给这个孩子辅导了一段时间，考了70分，你依旧对这个成绩不满意,他就是这么笨，没救了，谁来辅导都没用，花再多时间都不会有效果的，认命吧。,过度泛化
2060,驾校已经挂了很多次了，学车失败了。,别失望，我会有下次的机会表现出色的。,非扭曲
2061,父母催着你结婚生子，感到很烦躁。,我真的太没用了都这么大了还要父母操心，我根本不配做他们的孩子！,个人化归责
2062,你想成为一名高富帅，但是你并没有钱,没钱也有没钱的快乐，我有爱我的父母和朋友，我们也一样过着幸福的生活。,非扭曲
2063,你精心饲养的小狗去世了，你感到非常伤心难过。,我的小狗已经去世，但我知道我已经尽我所能了，我对它的离开没有任何愧疚。,非扭曲
2064,你童年时，有一个人对你实施了侵犯，你一直对此耿耿于怀。,因为我过于张扬的着装，他们对我有了偏见，我的保护意识也显得欠缺，这都是我的责任 个人化归责,个人化归责
2065,你长得很肥，都很胖。,肥胖对身体有很多害处，也许我应该锻炼身体，努力减肥！,非扭曲
2066,你最近怀孕了，感觉很难受。,等待丈夫的回归，我必须让他了解十月怀胎的艰辛。,非扭曲
2067,同学们都出去了，你一个人待在教室，感到自己有些孤独。,孤独是大学的常态，我必须努力适应,非扭曲
2068,最近工作特别忙碌，上司给了你很大的压力，但周围同事看起来没有什么异常。,虽然最近真的特别累 有时候还蛮想大哭一场 我觉得大家应该会觉得我矫情吧,读心术
2069,为了让他成绩提高，给这个孩子辅导了一段时间，考了70分，你依旧对这个成绩不满意,孩子没有考好，我真是一个失败的母亲，连最基本的辅导孩子都做不好，我不配做母亲。,乱贴标签
2070,疫情到来，你被感染了很难受。,多休息多喝水，我肯定会好起来的,非扭曲
2071,你发现室友好像在和你暗暗较劲。,他就是想超越我，然后看我笑话吧。,读心术
2072,父母有些过度干涉你的生活了，你最近做的事情，父母经常过问。,像我这种只会惹父母生气的废物，根本不配活在这个世界上，活着简直是给他们添堵！,非黑即白
2073,你努力试图去安慰朋友，但朋友更生气了,对他们的道歉，是我必须去做的，我做错了。,非扭曲
2074,你管教孩子时，孩子们开始顶嘴，表达自己的意见，甚至公然反对你。,这意味着我的孩子已经学会了独立思考，他们已经开始自我理解和认识世界，这是一个非常积极的现象。,非扭曲
2075,你最近想看自己的毕业照，但你怎么也找不到了。,记性越来越差了，这么值得纪念的东西都能弄丢了，我现在记性可真差啊,非扭曲
2076,最近因为疫情，你的蛋糕店经营不是很好。,刚好趁这段时间，研究一些新口味出来，吸引更多新顾客。,非扭曲
2077,你出门没有带伞，但突然天空开始下雨，雨下的很大，你不是很开心。,我瞬间感觉全世界都暗下来了，生活的希望就像被这场雨浇灭了一样，充满了悲伤和痛苦。,非黑即白
2078,你和同学在网吧打游戏，老师突然进来把你抓住了。,我想象着那些同学们将会嘲笑我，我怎么能带着这样的尴尬回到学校，这书读不下去了。,算命
2079,和同学约好去打篮球，到点了他却没有来。,刚好我先练习一下投篮，待会亮瞎他的眼睛，让他看看我这几天突飞猛进的技术。,非扭曲
2080,你最近夜不归宿，父亲找你谈话，言语中有些激动与愤怒。,自由应该属于我，毕竟我已经长大了，你没有权力过多干涉我。,非扭曲
2081,你觉得工作岗位上，同事每天都很努力，给你带来了压力。,好不容易找到一份工作，我却连基本的努力工作都做不到，我真失败啊。,非黑即白
2082,马上面临升职问题，公司拒绝给你升职。,当得知公司不给我晋升的时候我感觉到前所未有的失落，只想回家躺着，一次都不想再来公司了,情绪化推理
2083,应聘的时候，HR表示你不符合我们公司的要求。,我又让爸爸妈妈失望了，我真没用，他们辛辛苦苦花钱供我读书，我却连个工作都找不到,非黑即白
2084,学校突然停电，烧坏了你的电器,我是霉星转世吧，怎么什么坏事都能让我摊上。,乱贴标签
2085,你努力竞选学生会主席，没有当选。,准备的这么久的东西却没有任何用，这个世界就是努力得不到认可的世界,过度泛化
2086,突然你走在外面，发现自己衣服反了。,我出门时不够小心，都是我自找的 ，都是我自作自受！,个人化归责
2087,最近工作很忙，你的孩子疏于照顾，你感觉缺少了对孩子的陪伴。,我真是个不称职的母亲，还怎么面对孩子和家庭啊。,乱贴标签
2088,你觉得很难集中注意力，学习效率也很低，整天脑袋空空的,让我想想，应该是最近作息不规律导致的，我要好好保养。,非扭曲
2089,我的成绩不进步，父亲一看我就拉下脸来不理我。,我一遍一遍咒骂自己，恨自己为什么不能再聪明一点，再努力一点，为什么不能像其他孩子一样拿出一个让父母喜笑颜开的成绩,情绪化推理
2090,你觉得室友好像天天关系很好，但你无法融入。,别看大家表面上一团和气，但是实际上也只是表面功夫罢了。,读心术
2091,你觉得工作岗位上，同事每天都很努力，给你带来了压力。,同事每天都很努力，这次方案要是出现什么问题了，一定就是我的问题，我不应该这么堕落的。,个人化归责
2092,别人说你脸色不好仿佛别人欠了你的钱,欠钱？要是真有人欠我钱就好了！最近经济不景气，手头都没多少钱，妈的,非扭曲
2093,投资失败，失去了自己的存款,我的生活已经跌至谷底，连一点小零食都难以支付，我可能是这个世界上最为悲惨的人。,非黑即白
2094,走在路上你感觉饿了，但周围一家饭店都没有,找知道就在包包里放点好吃的了，明天赶紧储备上。,非扭曲
2095,你和朋友每天一起吃饭，突然有一天她没来找你吃饭,她也不和我好了，我这一辈子也交不到长久的朋友了。,过度泛化
2096,去餐馆吃饭，你发现吃出了一只小虫子。,太恶心了，今天一天都不想吃饭了,非扭曲
2097,婆婆嫌你粗手粗脚的，不够体贴。,他们从一开始就看不起我，直到现在更是对我百般厌恶，我在这个家里根本就是多余人。,过度泛化
2098,走在路上，一只流浪狗冲过来咬了你。,我需要去治疗可是疼痛感令我无法站起来，路过的行人也十分冷漠，我感觉被全世界抛弃了。,情绪化推理
2099,早上起床，本来想多睡一会儿，起来发现迟到了。,我的世界总是在给我使绊子，永远没有像着我的时候,非黑即白
2100,你最近夜不归宿，父亲找你谈话，言语中有些激动与愤怒。,我简直伤透了父亲的心，我觉得我非常不孝顺，我什么都做不好是个废物。,乱贴标签
2101,老板决定降低你们所有员工的薪水，你感到很难过。,我得更加努力，争取让公司的收益增加一部分，这样老板肯定会给我涨工资的,非扭曲
2102,我的成绩不进步，父亲一看我就拉下脸来不理我。,原地踏步的成绩谁看了都不会开心吧，爸爸不高兴也是正常的啊。他一定觉得我永远都不会有进步。,非扭曲
2103,为了让他成绩提高，给这个孩子辅导了一段时间，考了70分，你依旧对这个成绩不满意,这孩子活着都是浪费资源，这么简单的事情都做不好，他有什么存在的意义？ ,非黑即白
2104,你和最要好的朋友发生了争执，你们互不相让，表示要绝交。,我早就知道她看不惯我很久了，之前就总是明里暗里讽刺我，现在终于撕破脸了。她一定是心理一直嫉妒我，所以才找机会跟我决裂。,算命
2105,点的外卖被偷了。,不要吃东西 吃东西是邪恶的 吃东西是致命的 吃东西会让你发胖,非黑即白
2106,连续两周没接到消息或电话。,没有人联系我，他们尽可以恨我，我为我所做的一切都应该得到这一切（还有更多你们不知道的事情）。,个人化归责
2107,你管教孩子时，孩子们开始顶嘴，表达自己的意见，甚至公然反对你。,我是一个失败的家长，我的工作生活都是一团糟，怪不得我的孩子不喜欢我，总是反对我,乱贴标签
2108,周围的人跟别人说了你喜欢隔壁班男生的秘密，还传到了你的耳朵里。,亡羊补牢，虽然来得有些晚，但我决定当面找他质问一番，希望还能弥补一些过失。,非扭曲
2109,滚滚车流中，一辆车超到了我们的前面。,我也很赶时间，所以对这种行为感到极度气愤，摁了几下喇叭提醒他不要做这么危险的事。,非扭曲
2110,经常性的加班，让你感觉太难受了。,工作并未如我所愿带给我理想的生活，但我也不能离开它，我现在真的不知道该怎么办。,非扭曲
2111,说好一起出去玩，你却被放了鸽子。,然我已经不再在乎别人的感受了，因为没有人在乎我的感受，赶紧离婚，我还更加自由呢,过度泛化
2112,你并不是一个长得好看的孩子，你感到有些自卑。,跟那些美丽的人在一起时我只想找个角落躲起来，我害怕被对比，被嘲笑,读心术
2113,点的外卖被偷了。,点个外卖都能被偷啊，我果然从来运气都没有好过哪怕亿点点,过度泛化
2114,你是一名老师，有学校的小孩不听话，上课捣乱。,我连小孩子都搞不定，我就是个废物，面对其他事情我也会难以应付,乱贴标签
2115,你准备竞选社团主席，你很努力地准备这一切周围人都认为你可以当选，但是最后你不幸落选了。,我竞选失败，说明我的人生注定充满挫折，一切都会失败。,过度泛化
2116,丈夫对你表示了不满，说你天天什么也不用做，就靠他养着,我太没用了，不能给这个家带来任何的收入，全靠他撑着，真不知道要我有什么用。,个人化归责
2117,最疼爱你的长辈，不幸去世了,他走了，我的精神寄托消失了，我也不想活着了,非黑即白
2118,你正在减肥中，但是你自己偷偷吃掉了一块饼干，你十分懊悔。,我感到无比的挫败，自己辛勤的付出被他人轻易夺走，我的努力对我来说已经毫无意义。,非黑即白
2119,点的外卖被偷了。,好倒霉，好贵的外卖啊，就这么没了，我怎么这么倒霉,非扭曲
2120,你和最要好的朋友发生了争执，你们互不相让，表示要绝交。,我就不配称为他的朋友，我什么都比不上她，绝交是必然的,非黑即白
2121,父母有些过度干涉你的生活了，你最近做的事情，父母经常过问。,他们怎么这么恶心人啊，总问这些没用的干什么，果然人到中年就事多，真烦。,过度泛化
2122,最近有一个很帅的男生，你希望和他表白，但是他和你差距比较大。,为何我父母生了个如此平凡的我？如果我更漂亮一些、更聪明一些、更开朗一些，或许我就敢向他表白了。,非扭曲
2123,突然凌晨三点起床，你还是感觉很困，明天工作可能受影响。,我今天晚上突然起床，我以后都不会拥有美好的睡眠了,过度泛化
2124,你发现你辛辛苦苦做的PPT，自己没有保存下来。,应该习惯这种事情，有了第一次就会有第二次，更何况你也不是第一次,过度泛化
2125,你觉得室友好像天天关系很好，但你无法融入。,我压根不懂得怎么和人相处，况且也没必要和她们搞好关系吧？我才懒得陪她们演戏,过度泛化
