Original Text,Label,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All-or-Nothing Thinking,text_length
"Giáo viên nên công bằng với tất cả học sinh, không được thiên vị bất kỳ ai.",1,0,0,1,0,0,0,0,0,0,0,17
"Tôi mua một túi cổ vịt, ăn cổ vịt bị mắc ở cổ họng. Cảm giác dị vật mắc kẹt khiến tôi khó chịu đến phát khóc, tôi cảm thấy vô cùng tủi nhục, tôi không làm được nhiều việc nhỏ, luôn cảm thấy suy sụp vì những chuyện nhỏ nhặt.",1,0,1,0,0,0,0,0,0,0,0,51
"Cuộc đời đầy sóng gió, trong cuộc đời như vậy, chúng ta phải tồn tại như thế nào, điều chỉnh trạng thái của mình và hòa hợp với mọi thứ xung quanh",0,0,0,0,0,0,0,0,0,0,0,32
"Rất sợ tham gia các kỳ thi tuyển biên chế như thế này, nếu quyết định tham gia thì thể chất và tinh thần ngay lập tức sẽ rơi vào trạng thái căng thẳng, đặc biệt là trong lòng vô cùng buồn bã, bất lực, chán nản, sợ hãi, muốn trốn tránh. Không biết phải thay đổi từ đâu.",0,0,0,0,0,0,0,0,0,0,0,59
Sẽ không tốt lên đâu. Không đâu.,1,0,0,0,0,0,0,1,0,0,0,7
"Tôi thấy mọi người đi chơi cuối tuần cùng nhau, nhưng không ai gọi tôi. Họ đi chơi mà không gọi tôi, tôi nhất định phải hỏi họ, lập tức nhắn tin dồn dập cho họ qua WeChat.",1,0,0,0,0,0,0,1,0,0,0,38
Mọi người đều quá tệ hại;; tôi còn tránh né không kịp;; làm sao tôi có thể thích họ chứ?,1,0,0,0,0,0,0,0,1,0,0,20
"Đột nhiên thức dậy lúc ba giờ sáng, tôi vẫn cảm thấy rất buồn ngủ, công việc ngày mai có thể bị ảnh hưởng. Đồng hồ sinh học bị rối loạn, ngày mai đi làm tôi chắc chắn sẽ rất mệt mỏi, hiệu quả công việc cũng chắc chắn rất thấp.",1,0,0,0,0,0,0,1,0,0,0,51
"Anh ấy là một đứa trẻ tài năng nhưng không thực sự thích trường học. Anh ấy nói chuyện lung tung, đã nói những điều xấu xa, và dường như không thực sự quan tâm đến quyền lực hay tuân thủ các quy tắc. Anh ấy rất hay nổi cáu và không nghe lời và điều đó giống như hành vi tìm kiếm sự chú ý.",0,0,0,0,0,0,0,0,0,0,0,66
"Bước vào xã hội, cảm thấy rất đáng sợ, sếp không bao giờ nói rõ ràng, để tôi tự mình cảm nhận, tôi phải làm sao? Nhiều chuyện không biết xử lý thế nào, cầu giúp đỡ? Cảm ơn mọi người đã giúp đỡ.",1,0,0,0,0,0,0,1,0,0,0,44
"Không ai anh ấy yêu, nhưng anh ấy sợ rằng nếu anh ấy bộc lộ cảm xúc của mình thì điều đó sẽ chiếm lấy và anh ấy sẽ nổi điên một ngày nào đó trong một thời gian ngắn và làm điều gì đó không thể đảo ngược.",1,0,0,0,0,0,0,1,0,0,0,49
"Tôi thắng một cuộc tranh luận, nhưng tôi nghĩ đó là do đối phương không có đủ thông tin thôi.",1,0,0,0,0,0,1,0,0,0,0,20
"Vì vậy tôi sẽ ổn thôi, thậm chí còn hơn cả ổn, thậm chí là hạnh phúc và rồi một ngày nào đó mà không có bất cứ điều gì xảy ra, tôi sẽ đâm vào một bức tường và rơi vào nỗi buồn tột độ. Chỉ có thời gian mới chữa lành được. Tôi đã nghĩ đến việc tự tử. Khi điều này xảy ra, tôi không thể nói chuyện được, gây gổ với mọi người. Bạn bè, gia đình, nếu tôi đang trong một mối quan hệ vào thời điểm đó thì ngay cả họ cũng tránh mặt tôi. Điều đó khiến tôi càng thêm khốn khổ. Tôi đã tự làm hại bản thân trong quá khứ nhưng tôi đã không làm điều đó trong nhiều năm. Tôi không biết làm thế nào để khắc phục nó, khi tôi thoát khỏi cơn mê, tôi cảm thấy choáng váng, tôi xin lỗi những người thân thiết trong nhiều ngày. Những giai đoạn này xảy ra hai hoặc ba lần một tháng, thường kéo dài ba hoặc bốn ngày. Xin hãy giúp tôi.",1,0,0,0,0,1,0,0,0,0,1,183
"Đầu tư thất bại, mất hết tiền tiết kiệm. Đối với sai lầm đầu tư lần này, tôi đã học được một kinh nghiệm quý báu, lần sau khi đầu tư tôi nên thận trọng hơn, thay vì quá tự trách hay lo lắng, nên tập trung vào việc làm việc chăm chỉ để kiếm lại số tiền đã mất.",0,0,0,0,0,0,0,0,0,0,0,60
"Gia đình hỗn hợp, gần đây tôi luôn cảm thấy người yêu không yêu thương, che chở cho mình, không bằng người chồng đầu tiên, luôn cảm thấy muốn được ôm ấp, nhưng anh ấy lại không ở bên, cảm thấy đau khổ.",1,0,0,0,0,1,0,0,0,0,0,43
"Khi tôi dạy dỗ con cái, chúng bắt đầu cãi lại, bày tỏ ý kiến của mình, thậm chí công khai phản đối tôi. Tôi là một người cha thất bại, ngay cả vấn đề nhỏ này cũng không giải quyết được thì làm sao có thể đứng vững trong gia đình này.",1,0,0,0,0,0,0,0,0,0,1,53
"Mới vào công sở, muốn quan hệ tốt với lãnh đạo, để sau này công việc thuận lợi hơn, nhưng lại sợ đồng thời bị nói là nịnh hót, phải đối mặt với vấn đề này như thế nào?",0,0,0,0,0,0,0,0,0,0,0,39
"Gia đình ly hôn, mỗi ngày đều thấy cậu đến nhà ăn cơm, mẹ cũng có bạn trai, bây giờ là cha dượng của tôi. Nhưng tôi chưa bao giờ gọi là cha, hơn nữa còn khá bài xích việc đột nhiên có một người đàn ông lạ trong nhà.",1,0,0,0,1,0,0,0,0,0,0,50
"Món quà sinh nhật này là của tôi, nhưng tôi cứ cảm thấy mình không thực sự thích nó.",1,0,0,0,0,1,0,0,0,0,0,19
"Gần đây tôi bị gãy xương, mỗi lần bạn bè phải đưa tôi xuống lầu, đưa tôi đến lớp. Tôi bị gãy xương là do tôi đã làm tốn thời gian của họ, xin lỗi.",1,0,0,0,1,0,0,0,0,0,0,35
Nhưng tại sao những người tôi gặp lại ghê tởm đến vậy,1,0,0,0,0,0,0,0,1,0,0,12
Tôi chỉ biết rằng tôi đã có một tuổi thơ thực sự hạnh phúc cho đến năm bảy tuổi khi tôi chuyển đến một trường học mới mà tôi không thích và bà tôi được chẩn đoán mắc chứng mất trí nhớ nên mẹ tôi không ở bên nhiều trong vài năm.,1,0,0,0,0,0,0,0,0,0,1,52
"Tôi cảm thấy bạn cùng phòng có vẻ rất thân thiết mỗi ngày, nhưng tôi không thể hòa nhập. Họ hòa hợp với nhau thật tốt, một mình tôi vẫn khá cô đơn, tôi thực sự muốn hòa nhập với họ.",0,0,0,0,0,0,0,0,0,0,0,41
"Căn hộ tôi đang ở đột nhiên bị nổ, tôi mất nhà cửa. Tôi nghĩ mình ngay cả thành quả của mình cũng không bảo vệ tốt được, sẽ mất việc làm, sau này chỉ có thể lang thang đầu đường xó chợ chịu đói chịu rét.",1,0,0,0,0,0,0,1,0,0,0,47
"Trình độ học vấn không cao, muốn nâng cao trình độ học vấn, tăng lương, giai đoạn tắc nghẽn công việc, không biết làm thế nào để nâng cao",0,0,0,0,0,0,0,0,0,0,0,29
"Gần đây tôi muốn xem ảnh tốt nghiệp của mình, nhưng tôi tìm mãi không thấy và tôi nghĩ từng món đồ của tôi đều biến mất, tôi đang dần đánh mất những gì mình từng trân trọng, cuối cùng, tôi chẳng còn gì cả.",1,0,1,0,0,0,0,0,0,0,0,45
"Có lẽ đây mới là con người thật của tôi, những ảo tưởng không thực tế, trong hiện thực lại tệ hại đến vậy, tự lừa dối bản thân.",1,0,0,0,0,0,0,0,1,0,0,29
"Mình không nên tức giận vì những chuyện nhỏ nhặt, thật vô lý.",1,0,0,1,0,0,0,0,0,0,0,13
"Cô ấy nói với tôi rằng Nếu một người không thích bạn có thể là lỗi của cô ấy, nếu nhiều người không thích bạn thì đó là lỗi của bạn. Vậy làm thế nào để cải thiện các mối quan hệ xã hội xung quanh mình?",0,0,0,0,0,0,0,0,0,0,0,47
"Tình hình gia đình bây giờ như thế này, tôi làm sao mà thay đổi được.",0,0,0,0,0,0,0,0,0,0,0,16
"Gặp một chàng trai tỏa sáng, nhưng cảm giác như anh ấy đã trải qua nhiều vết thương lòng trong tình cảm, làm thế nào để nhìn nhận sự tự ti này! Tôi có thể cứu vãn anh ấy không!",0,0,0,0,0,0,0,0,0,0,0,40
"Vì công việc, cần học các kiến thức về tâm lý học, dần dần cũng muốn thử làm tư vấn tâm lý, nhưng không phải là người học chuyên ngành này, nên bắt đầu từ đâu?",0,0,0,0,0,0,0,0,0,0,0,36
"Tôi đang tranh cử chức chủ tịch câu lạc bộ, tôi đã rất cố gắng chuẩn bị mọi thứ, mọi người xung quanh đều nghĩ tôi có thể trúng cử, nhưng cuối cùng tôi lại không may mắn thất bại. Tôi thất bại trong cuộc bầu cử, điều đó cho thấy cuộc đời tôi định sẵn sẽ đầy rẫy thất bại, mọi thứ đều sẽ thất bại.",1,0,1,0,0,0,0,0,0,0,0,67
"Bạn tôi và tôi đã lên kế hoạch từ nhiều tháng trước để đi xem trận bóng rổ. Một ngày trước trận đấu, anh ấy gọi cho tôi và nói rằng anh ấy không thể đi vì anh ấy quên mất đã có kế hoạch với vợ. Tôi bắt đầu la mắng anh ấy và nói rằng những tấm vé này đắt tiền và anh đã hứa với tôi. Tôi thực sự tức giận vì anh ấy hủy vào phút chót vì anh ấy đã làm điều này trong quá khứ. Tôi buồn khi mọi người không thể giữ lời hứa. Những kế hoạch anh ấy đã làm không quá quan trọng. Tại sao lại đặt tôi vào tình thế khó khăn",0,0,0,0,0,0,0,0,0,0,0,122
"Một người bạn mà tôi nghĩ rất thân với mình, đột nhiên trở nên lạnh nhạt với tôi. Tôi cũng đã cố gắng tìm hiểu xem có vấn đề gì, sau này nghĩ lại thì hóa ra người kỳ lạ là tôi. Trong xã hội mì ăn liền này, mọi thứ thay đổi quá nhanh. Nhưng tôi thực sự rất biết ơn, chúng ta đã cùng đi một đoạn đường nhỏ này, vì cô ấy cảm thấy không thể tiếp tục đi cùng, vậy thì tôi sẽ biết điều một chút, cùng nhau đặt một dấu chấm hết thật đẹp cho cả hai.",1,0,0,0,0,0,0,1,0,0,0,103
Nhưng tôi tin rằng cô ấy đang dùng nó để che đậy bản thân vì cô ấy quá tự ti.,1,0,0,0,0,0,0,1,0,0,0,20
"Đối mặt với lời chỉ trích của cấp trên không có lời nào phản bác, tiếp xúc với các cô gái đều rất ngại ngùng, chỉ dám trò chuyện qua WeChat mà không dám gặp mặt.",0,0,0,0,0,0,0,0,0,0,0,36
"Công việc gần đây khá bận rộn, tôi lại bị cảm. Tôi suy sụp quá, tôi còn rất nhiều việc phải làm, tại sao lại là tôi chứ, tại sao tôi phải chịu đựng nỗi đau này, cuộc đời tôi coi như xong rồi.",1,0,0,0,0,0,0,0,0,0,1,44
"Nếu tôi có thể giữ được suy nghĩ rằng mỗi tối đột nhiên thông suốt, tràn đầy năng lượng muốn cố gắng sống tốt, theo đuổi những điều mình thích, đặt vào ban ngày, có lẽ tôi đã trở thành người mà tôi muốn trở thành rồi. Đáng tiếc, tôi ban ngày quá tệ.",1,0,0,0,0,0,0,0,1,0,0,54
cảm giác như ở đây nhưng không,0,0,0,0,0,0,0,0,0,0,0,7
Mối quan hệ của tôi kết thúc vì tôi không đủ vui vẻ.,1,0,0,0,1,0,0,0,0,0,0,13
"Tôi chỉ đưa ra một vài ý tưởng, phần lớn công việc là của người khác.",1,0,0,0,0,0,0,0,0,1,0,16
"Fan Fan, tôi thật sự vô dụng quá, con người không tốt, cảm xúc tồi tệ, sức khỏe lại kém",1,0,0,0,0,0,0,0,1,0,0,20
"Bị mắc kẹt trong một thế giới không có sự sống, chìm đắm ngày đêm, không thể thoát ra, không thể trốn tránh. Tôi cảm thấy bạn gái đã để tâm rồi, tôi là một người có vấn đề, tôi thừa nhận một cách thẳng thắn, nhưng nỗi đau trong lòng ai có thể hiểu. Thừa nhận rồi lại nhẹ nhõm, tôi chính là một người có vấn đề, người yêu tôi, tôi sẽ yêu bạn nhiều hơn, người không yêu tôi đã rời đi, tôi sẽ đau khổ, sẽ suy sụp, nhưng bạn sẽ không bao giờ có cơ hội biết tôi đã từng yêu bạn nhiều đến mức nào. Có lẽ bạn hoàn toàn không quan tâm.",1,0,0,0,0,0,0,0,1,0,0,119
"Tôi cảm thấy bạn cùng phòng dường như luôn thân thiết với nhau, nhưng tôi không thể hòa nhập. Tôi nghĩ họ trông có vẻ thân thiết quá, tôi đến muộn vì dịch bệnh, chưa quen thân với họ, tôi phải chủ động đến gần họ hơn.",0,0,0,0,0,0,0,0,0,0,0,47
"Con chó nhỏ tôi chăm sóc cẩn thận đã qua đời, tôi cảm thấy rất buồn và đau khổ. Chú chó rời xa tôi, nhưng nó chắc chắn yêu tôi, nó chắc chắn muốn tôi sống thật tốt, tôi phải sống rạng rỡ cả phần của nó nữa.",0,0,0,0,0,0,0,0,0,0,0,48
"Tôi phát hiện bạn cùng phòng dường như đang âm thầm cạnh tranh với tôi. Tôi ghét tháng này: Tôi ghét tháng Giêng. Đầy đam mê. Kể từ Giáng sinh, tôi đã nằm trên giường mọi lúc, sợ hãi nó. Sống thật ngu ngốc, tôi biết điều đó.",1,1,0,0,0,0,0,0,0,0,0,48
"Tâm trạng buồn bã hoặc kích động là lại bị tiêu chảy, không biết tại sao, kèm theo đau bụng dưới, điều này có lẽ liên quan đến cảm xúc, bình thường thì vẫn ổn.",0,0,0,0,0,0,0,0,0,0,0,35
"Tôi được vào đội tuyển, nhưng chắc là vì có vài người nghỉ nên mới đến lượt tôi.",1,0,0,0,0,0,1,0,0,0,0,18
"Tôi thắng một ván cờ khó, nhưng tôi nghĩ chắc là do đối thủ không tập trung nên mới thua tôi.",1,0,0,0,0,0,1,0,0,0,0,21
"Tôi thấy người khác đi chơi cùng nhau vào cuối tuần nhưng không ai rủ tôi đi. Không sao cả, cuộc sống một mình của tôi cũng rất tốt.",0,0,0,0,0,0,0,0,0,0,0,29
"Đây không phải là gia đình bạn, đây là quỷ dữ",1,0,0,0,0,0,0,0,1,0,0,11
"Để giúp cậu bé này cải thiện thành tích, tôi đã kèm cặp một thời gian, cậu bé đạt 71 điểm, tôi vẫn không hài lòng với kết quả này. Năm nào cũng thế này sao? Tôi đã hiểu cảm giác của bố mẹ tôi ngày xưa rồi.",0,0,0,0,0,0,0,0,0,0,0,48
"Tôi phát hiện ra tôi không phải con ruột của bố mẹ. Xin lỗi, xin lỗi, rõ ràng tôi không phải con ruột của bố mẹ, mà lại tiêu tốn của họ nhiều tiền như vậy; có lẽ năm xưa bố mẹ ruột vứt bỏ tôi cũng vì lý do này.",1,0,0,0,1,0,0,0,0,0,0,51
"Khi nào thì mới kết thúc đây, tôi đau khổ quá. Tại sao luôn là nỗi đau này luôn xảy ra với tôi, kiếp trước tôi đã tạo bao nhiêu nghiệp chướng, tôi không phải con người, tôi không xứng đáng làm người",1,0,0,0,0,0,0,0,1,0,0,43
"Khi thức dậy vào buổi sáng, khi thức dậy vào buổi trưa, trong đầu bắt đầu ảo tưởng những chuyện rất đau khổ đối với mình, cảm giác đó rất hành hạ. Tại sao lại thích ảo tưởng những nỗi đau này, nó sẽ ảnh hưởng gì đến tôi?",1,0,0,0,0,0,0,0,0,1,0,49
"Đồ ăn tôi đặt về bị trộm. Sao tôi lại có thể ngồi yên như vậy, nếu tôi xuống sớm hơn một chút để đợi đồ ăn thì đã không bị trộm rồi.",1,0,0,0,1,0,0,0,0,0,0,33
"Tôi vẫn không thể nói hay hiểu tiếng Hàn, ngay cả sau 6 tháng ở đây. Tôi không đủ giỏi.",0,0,0,0,0,0,0,0,0,0,0,20
"Tại sao tôi vẫn tệ như vậy, tại sao luôn bị chỉ trích.",1,0,0,0,0,0,0,0,1,0,0,13
"Tôi giống như một người đặc biệt máu lạnh và vô tình, tôi sẽ không sống vì bất cứ ai yêu tôi, tôi thậm chí còn không yêu chính mình",1,0,0,0,0,0,0,0,1,0,0,30
"Gần đây tôi thường xuyên không về nhà vào ban đêm, bố tôi tìm tôi nói chuyện, lời nói có phần kích động và tức giận. Trong ngôi nhà này tôi cứ như một tù nhân bị giam cầm, không có chút tự do nào, bố quá nghiêm khắc với tôi, tôi chịu đủ rồi!",1,0,0,0,0,0,0,0,1,0,0,55
"Thực ra thì, nói sao đây... bề ngoài tôi thật sự rất cởi mở phải không, nhưng nội tâm thì có lẽ là u tối... Tôi luôn nghĩ cách phá hoại một mối quan hệ tốt đẹp, nghĩ xem mọi người có thích tôi không, có nói xấu tôi sau lưng không, có phải mọi người đều giả vờ thân thiết với tôi không... Tôi rất phiền, tôi không hiểu mình đang nghĩ gì",1,0,0,0,0,0,0,1,0,0,0,74
"Chú chó nhỏ mà tôi tận tình nuôi dưỡng đã qua đời, tôi cảm thấy rất đau lòng và buồn bã. Tôi nghĩ chắc chắn là chú hàng xóm đã hại chết chó của tôi, ông ấy luôn than phiền chó sủa, nên ông ấy đã hại chết chó của tôi!",1,0,0,0,0,0,0,1,0,0,0,51
"Một số chuyện thật sự phiền phức, tôi ở nhà đối tượng, bố mẹ cô ấy một lòng muốn đuổi tôi đi, rồi đối tượng tôi cản lại và cãi nhau đánh nhau với mẹ cô ấy chỉ để giữ tôi lại. Cô ấy mỗi ngày đi học, tôi mỗi ngày ở nhà cô ấy, người nhà tôi bị người nhà họ nói từng người từng người một nói tôi, dồn áp lực lên tôi, tôi có thể dồn áp lực lên ai được chứ? Đối tượng tôi mỗi ngày tự đi học, còn phải lo lắng chuyện giữa chúng tôi, một số áp lực thực sự không nên đặt thêm lên cô ấy nữa.",1,0,0,0,0,1,0,0,0,0,0,115
"Tôi được giao nhiệm vụ quan trọng, nhưng tôi nghĩ chỉ là vì tôi rảnh rỗi thôi.",1,0,0,0,0,0,1,0,0,0,0,17
"Bây giờ tôi học lớp 10, ở trường, mỗi ngày đều phải đổi người trực nhật, ngày mai đến lượt tôi, thực ra đó là một việc rất nhỏ, nhưng tôi vẫn sẽ lo lắng, tôi phải làm sao để vượt qua khó khăn này…",0,0,0,0,0,0,0,0,0,0,0,45
"Tôi nên luôn giữ gìn môi trường xung quanh, tôi không được phép xả rác bừa bãi.",1,0,0,1,0,0,0,0,0,0,0,17
"Là một người rất hướng nội, tôi vừa đến một môi trường mới, những người xung quanh đều khá xa lạ. Sao tôi cứ làm những việc như người khác kết bạn thế, tôi là một kẻ kém cỏi trong giao tiếp bẩm sinh.",1,0,0,0,0,0,0,0,1,0,0,44
"Phạm vi hiển thị của vòng bạn bè trong ba ngày gần nhất, một tháng, nửa năm, tất cả những điều đó ẩn chứa tâm lý gì.",0,0,0,0,0,0,0,0,0,0,0,27
"Bố mẹ tôi đều sắp sáu mươi tuổi, quanh năm làm nông nên mắc nhiều bệnh, gần đây thường than vãn rất mệt mỏi. Bây giờ tôi không thể chăm sóc tốt cho bố mẹ, sau này cũng sẽ không có bất kỳ tiến triển nào.",1,0,1,0,0,0,0,0,0,0,0,46
"Tôi luôn nghĩ mình là nhân viên xuất sắc nhất công ty, nhưng tôi nghe nói ông chủ không nghĩ như vậy. Vì sếp không nghĩ như vậy, vậy thì tôi phải làm việc chăm chỉ hơn nữa, cố gắng để sếp cũng nghĩ như vậy.",0,0,0,0,0,0,0,0,0,0,0,46
"Cậu bé hồi nhỏ rất ngoan, thích đọc sách, học giỏi, nhưng đến cấp hai, đặc biệt là sau dịch bệnh, về nhà thì tay không rời điện thoại, về nhà là chơi điện thoại, hễ nói là cãi lại, luôn không ưa bố mẹ.",0,0,0,0,0,0,0,0,0,0,0,45
"Tôi cũng là một dị loại, chúng ta là bạn đồng hành.",1,0,0,0,0,0,0,0,1,0,0,12
"Chú chó nhỏ tôi chăm sóc kỹ lưỡng đã qua đời, tôi cảm thấy rất buồn và đau lòng. Là do tôi không chăm sóc tốt nó nên nó mới ăn nhầm đồ mà chết, tất cả là lỗi của tôi.",1,0,0,0,1,0,0,0,0,0,0,41
"Trong giờ làm việc, gặp chuyên gia tư vấn của mình đến làm việc, chuyên gia tư vấn và lãnh đạo là bạn tốt, chào hỏi hay không chào hỏi đều cảm thấy không ổn lắm.",0,0,0,0,0,0,0,0,0,0,0,36
Họ đã mắc một sai lầm khủng khiếp khi chọn tôi,0,0,0,0,0,0,0,0,0,0,0,11
"Tôi bị làm sao vậy? Rõ ràng biết mình như vậy sẽ làm người khác sợ hãi, nhưng những suy nghĩ đáng sợ, những giọt nước mắt đáng sợ vẫn không ngừng tuôn ra. Tối nay tôi vô tình để bạn trai biết suy nghĩ của mình, anh ấy nói tôi có quan điểm sống lệch lạc, ôi, là do tôi quá bất cẩn. Anh ấy là một người đàn ông tốt, rất lạc quan, thông minh, tôi không xứng đáng với một người tốt như anh ấy.",1,0,0,0,0,0,0,0,1,0,0,88
"Ông chủ yêu cầu tôi phải có mặt lúc tám giờ sáng mai. Rõ ràng là giờ làm việc bình thường, tôi vẫn còn than phiền, là do tôi quá yếu đuối, rõ ràng người khác đều có thể làm việc bình thường, họ còn mệt hơn tôi.",1,1,0,0,0,0,0,0,0,0,0,48
Đồ bỏ đi,1,0,0,0,0,0,0,0,1,0,0,3
"Fan Fan, bạn nói xem tôi phải làm sao đây? Hình như tất cả đều là lỗi của tôi, tất cả đều là tôi đã làm sai. Tôi không nên sống.",1,0,0,0,1,0,0,0,0,0,0,31
"Chó cưng bị bệnh nặng, đang nằm viện, nhưng bác sĩ nói hy vọng không quá một nửa. Rất sợ tình huống này, rất muốn có hy vọng nhưng lại không dám ôm quá nhiều hy vọng, phải làm sao",1,0,0,0,0,0,0,0,0,0,1,40
"Hôm nay lại bị cho leo cây, nói cho cùng thì chỉ là không quan trọng thôi, làm gì có chuyện không có thời gian. Chỉ là mức độ ưu tiên quá thấp mà thôi.",1,0,0,0,0,0,0,1,0,0,0,35
"Phát hiện bản thân không thể hoàn toàn tạo ra sự thân mật trong tình yêu, luôn có sự dè dặt, không biết là do cảm giác bất an của bản thân hay là bản thân không thể thành thật đối xử với tình cảm? Giải đáp giúp",1,0,0,0,0,0,0,0,0,0,1,48
"Có người bắt nạt tôi, nói tôi là người không quan trọng. Tôi đúng là như những gì anh ta nói, tôi luôn không quan trọng, tôi chỉ là một người không được chú ý.",1,0,0,0,0,0,0,0,1,0,0,35
Tôi không hiểu tại sao mọi người dường như đều nghĩ tôi quá bạo lực trong khi cuộc ẩu đả thể xác cuối cùng mà tôi tham gia là cách đây ít nhất 5 năm. ,1,0,0,0,0,0,0,1,0,0,0,35
Tôi thực sự là một phế nhân rồi.,1,0,0,0,0,0,0,0,1,0,0,8
Những người xung quanh thật sự quá ghê tởm,1,0,0,0,0,0,0,0,1,0,0,9
"Rõ ràng sống đau khổ như vậy, tại sao lại không nỡ rời đi, có gì đáng để lưu luyến?",1,1,0,0,0,0,0,0,0,0,0,20
"Không muốn ăn, trong lòng rất phản kháng, đồng thời cũng lo lắng ăn vào người sẽ mơ màng.",1,0,0,0,0,0,0,1,0,0,0,19
Sự tồn tại của tôi là một sai lầm,1,0,0,0,0,0,0,0,1,0,0,9
"Anh ta vẫn sống ung dung tự tại, tại sao bạn lại phải chịu đựng những báo ứng mà anh ta đáng phải chịu?",1,0,0,1,0,0,0,0,0,0,0,24
"Tôi chỉ biết một ít về thiết kế, không phải là dân chuyên nghiệp.",1,0,0,0,0,0,0,0,0,1,0,14
"Tôi luôn dễ nổi giận, vì người khác nói bóng gió mắng mỏ hoặc nói về mình, sẽ tức giận rất lâu, không biết trong lòng mình có chuyện gì? Tại sao lại như vậy? Làm thế nào để không tức giận?",1,0,0,0,1,0,0,0,0,0,0,42
Được mọi người yêu mến cũng chỉ vì tôi hay chiều lòng thôi.,1,0,0,0,0,0,0,0,0,1,0,13
"Tôi ghét bản thân mình hiện tại, yếu đuối, hèn mọn, như một kẻ bợ đỡ, đi cầu xin chút tình cảm. Ngay cả khi tất cả mọi người xung quanh đều giúp tôi, cuối cùng anh ấy quay lại, nhưng cảm giác cũng không còn như trước nữa. Tôi vẫn yếu thế, vẫn đáng thương mỗi ngày chờ tin nhắn của anh ấy. Cái giọng điệu lạnh lùng đó, trong lòng đau lắm.",1,0,0,0,0,0,0,0,1,0,0,74
Vợ/chồng tôi nên hiểu tôi mà không cần tôi phải giải thích.,1,0,0,1,0,0,0,0,0,0,0,12
"Từ tháng 7 đến nay tôi và mẹ đã cãi nhau ba lần rồi, mỗi lần tôi đều muốn kiểm soát cảm xúc, không cãi nhau với mẹ, nhưng vẫn không kiểm soát được bản thân. Tôi nên làm gì?",0,0,0,0,0,0,0,0,0,0,0,40
"Mọi người nói tôi có óc hài hước, nhưng tôi thấy mình cũng bình thường thôi.",1,0,0,0,0,0,0,0,0,1,0,16
"Mỗi khi tôi nghĩ mình có một cơ hội khác trong tình yêu, tôi lại được nhắc nhở rằng tôi tự khiến mình trở nên khó chịu và không đáng yêu đến mức nào. Tôi là một người khó yêu.",1,0,0,0,0,0,0,0,1,0,0,40
"Bố mẹ tôi từ nhỏ không mấy quan tâm đến tôi, toàn là ông bà nuôi nấng, nhưng tôi lớn rồi, mẹ tôi lại đến quản lý tôi, thực sự rất khó khăn, tôi thực sự không có tình cảm gì với mẹ tôi, tôi nên làm gì đây??",1,0,0,0,1,0,0,0,0,0,0,49
"Vì quen bị tẩy chay rồi, cảm thấy cũng chẳng sao cả, nhưng khi không kiềm chế được thì nước mắt cứ tự nhiên rơi.",0,0,0,0,0,0,0,0,0,0,0,25
"Nữ, 24 tuổi, cãi nhau với mẹ chồng vì chuyện tiền bạc. Vô tình đánh mẹ chồng một cái. Bị chồng nhìn thấy, dùng thắt lưng đánh mông tôi bầm tím. Tôi có nên ly hôn không?",1,0,0,0,0,0,0,0,0,0,1,37
"Nghĩ đến việc mình phải làm là thấy mệt mỏi trong lòng, không muốn đối mặt. Muốn ngủ vùi, cứ ngủ mãi, không quan tâm thế giới bên ngoài thế nào, chỉ muốn yên tĩnh ngẩn ngơ. Nhưng lại cảm thấy mình nên đối mặt, nên rất lo lắng.",1,0,0,1,0,0,0,0,0,0,0,49
"Sống không có sức sống, hiểu rõ phải cố gắng thay đổi nhưng không thể làm được, cảm thấy xa rời bản thân, ghét bản thân.",1,0,0,0,0,0,0,0,0,0,1,26
"Tôi và bố mẹ cãi nhau một trận lớn, sau đó bố mẹ rất buồn, tôi cảm thấy rất có lỗi. Ngay cả làm con cũng kém cỏi như vậy, đối xử với bố mẹ tệ bạc như vậy, tôi lớn lên chắc chắn cũng là một người kém cỏi.",1,0,0,0,0,0,0,0,1,0,0,50
"Bạn bè rủ tôi đi ăn, nhưng lúc đó tôi thực ra đã có hẹn rồi. Sao tất cả những điều xui xẻo lại xảy ra với tôi, tôi rất muốn đi ăn với anh ấy, nhưng tại sao tôi lại có hẹn rồi.",1,0,0,0,0,0,0,1,0,0,0,44
Việc này thành công là nhờ có quy trình rõ ràng chứ tôi đâu có giỏi giang gì.,1,0,0,0,0,0,0,0,0,1,0,18
"Zoufàn, tôi hơi không chịu nổi nữa rồi. Tôi không chịu nổi mình rõ ràng rất buồn nhưng lại phải mỉm cười đối mặt với cuộc sống. Tôi ghét người khác phủ nhận nỗ lực của tôi, tôi ghét họ làm tổn thương tôi nhưng lại coi như không có chuyện gì xảy ra. Tôi sắp bị đa nhân cách rồi. Cả hai đều là tôi, nhưng một là Jiu Niang giả tạo cười, một là Jiu Niang âm u tột cùng",1,0,0,0,0,0,0,0,1,0,0,82
"Mắc bệnh ám ảnh cưỡng chế ba năm rồi, ảnh hưởng đến việc học tập và cuộc sống, rất muốn chữa khỏi, nhưng không có cách nào.",1,0,0,0,0,0,0,0,0,0,1,27
