Original Text,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All or Nothing Thinking
Cô ấy biết tôi nghĩ vậy và tôi tin rằng cô ấy cảm thấy bị phản bội. Tôi có thể nói được vì các buổi trị liệu của chúng tôi đã thay đổi… Cô ấy thực sự đã bị đẩy ra xa.,0,0,0,0,0,0,1,0,0,0
"Trong một thời gian dài, tôi thực sự cảm thấy mình không thể định nghĩa bản thân, và điều đó đã góp phần vào việc giải thể nhân cách và các vấn đề khác. Bây giờ nhìn lại, tôi thấy không phải là tôi không thể định nghĩa bản thân, mà là định nghĩa về bản thân tôi lại trái ngược với những gì tôi muốn trở thành. Tôi thận trọng, nhưng lại muốn phiêu lưu, lo lắng, nhưng lại muốn điềm tĩnh, không linh hoạt trong khi lại muốn thích nghi, thực tế trong khi lại muốn có tham vọng mà hiện thực không thể hỗ trợ, cô lập và tự lực trong khi tôi thà dựa dẫm vào người khác nếu điều đó có nghĩa là tôi sẽ hòa đồng, và nhiều hơn nữa. Tôi biết tôi là ai, và tôi biết tôi muốn trở thành ai, nhưng những điều duy nhất còn lại không mâu thuẫn không phải là bất kỳ điều gì quan trọng. Tôi có thể thay đổi con người mình để phù hợp với cách tôi muốn trở thành không, và nếu có, xin hãy giúp tôi bằng một mô tả chi tiết về cách điều đó thậm chí có thể thực hiện được. Tôi thực sự cần điều này. Nếu có ý nghĩa gì, lòng tự trọng cũng đóng một vai trò lớn.",0,0,1,0,0,0,0,1,0,0
"Tôi 19 tuổi, và tôi rất sợ bị tâm thần phân liệt.",1,0,0,0,0,0,0,0,0,0
"Làm sao tôi có thể ngăn mình mất kiểm soát, đột nhiên tôi sẽ phát điên la hét hết cỡ vào bạn trai tôi?",0,0,0,1,0,0,0,0,0,0
"Nhưng theo năm tháng trôi qua, tôi nhận thấy rằng những người mà tôi đã giúp đỡ dường như hoặc bỏ rơi tôi hoặc tôi có cảm giác họ không thực sự biết ơn tôi đã giúp đỡ họ.",0,0,0,0,0,0,1,0,0,0
Tôi sợ mình không thể kiểm soát được nữa.,0,0,0,0,0,0,0,0,0,0
"Công ty đang trả tiền cho anh ấy đi học, và chủ công ty cũng là bạn thân của vị hôn phu của tôi, vì vậy nếu tôi đuổi anh ấy ra, tôi chắc chắn con trai tôi sẽ mất việc cùng với cơ hội được công ty trả tiền học.",0,0,0,0,0,0,1,0,0,0
"Tôi không chắc mình có thể làm gì để giúp anh ấy và chúng tôi. Tôi cảm thấy như mình sẽ phát điên theo đúng nghĩa đen hàng ngày. Cuối cùng tôi nổi cáu với mọi người hoặc không giải quyết được các vấn đề bình thường, vì tôi cảm thấy quá tải.",1,0,0,0,0,0,0,0,1,0
"Tôi yêu các con tôi; tôi thích ở bên chúng. Nếu có lựa chọn, tôi sẽ không bao giờ rời xa chúng. Tuy nhiên, tôi không thể cảm thấy mình là một người cha tốt vì đã cho phép chúng sống trong môi trường mà tôi đã tạo ra.",0,0,0,1,0,0,0,0,0,0
"Mọi người thường thấy hành vi của tôi kỳ quặc. Tôi rất hướng nội. Thường thì tôi đọc các số ""1 2 9 10 5 9"" nếu tôi nhận ra mình đang nói chuyện với chính mình ở nơi công cộng vì tôi bắt đầu hoảng sợ và nghĩ rằng mọi người sẽ nghĩ tôi kỳ lạ ngay cả khi không ai để ý.",0,0,0,0,0,0,1,0,0,0
"Tôi biết điều này cần được một chuyên gia giải quyết, nhưng tôi không biết làm thế nào để giúp họ khi cả hai chúng tôi đều không có đủ nguồn lực để làm điều đó.",0,0,1,0,0,0,0,0,0,0
Bạn gái của chồng cũ tôi đang thay đổi cách tôi nuôi dạy con cái.,0,0,0,0,0,0,0,0,0,0
"Chúng đã được giải quyết và anh ấy thừa nhận những lúc anh ấy uống quá nhiều nhưng qua nhiều năm điều này đã gây ra lo lắng NGHIÊM TRỌNG trong tôi. Anh ấy vẫn (chỉ 4 tháng trước) lái xe về nhà trong tình trạng say xỉn từ nhà một đồng nghiệp. Vì vậy, chưa có lúc nào anh ấy thể hiện sự thay đổi một cách nhất quán vì những điều nhỏ nhặt như vậy cứ tiếp tục xảy ra để đưa tôi trở lại thời điểm anh ấy uống rượu quá mức.",0,0,0,0,0,0,0,0,0,0
Tôi tin rằng anh ấy bị rối loạn hoang tưởng nhưng anh ấy không có bảo hiểm y tế và tôi sợ rằng nó sẽ trở nên tồi tệ hơn.,0,0,0,0,0,0,1,0,0,0
"Họ sẽ làm điều tôi mong muốn họ làm nhất cho tôi Tình dục, ưu ái, hoặc khắc tên tôi vào cơ thể họ, v.v., những điều khiến họ chứng minh tình yêu của họ dành cho tôi, tôi mất tất cả hứng thú với họ ngay sau khi họ làm những điều này, hầu hết thời gian tôi sẽ phát triển cảm giác ghê tởm, buồn chán hoặc khinh thường mạnh mẽ đối với họ mặc dù đối tác không làm gì sai hoặc tôi không thích mà ngược lại.",0,0,0,0,0,0,0,0,0,1
Đôi khi tôi nói những điều không thực sự xảy ra hoặc tôi không có ý đó. Điều này có nghĩa là thuốc đã thất bại?,0,0,0,0,0,0,0,0,0,1
"Tôi cảm thấy (như internet mô tả) bị giải thể nhân cách (DP/DR) lúc đầu thật tồi tệ khi nó là điều duy nhất trong tâm trí tôi nhưng bây giờ tôi không nghĩ về nó và tôi có thể sống cuộc đời mình. Tuy nhiên.. tôi vẫn cảm thấy khác biệt, như thể có điều gì đó đã thay đổi cách tôi cảm nhận và nhìn nhận thực tế. Mặc dù tôi có thể bỏ qua nó và tiếp tục cuộc sống của mình; tôi vẫn cảm thấy rằng ‘cảm giác không thật’ này là một đám mây đen đã được cải thiện nhưng có thể sẽ không bao giờ biến mất.",0,0,0,0,1,0,0,0,0,0
"Đối với tôi, những lý do có thể nhất khiến anh ấy cầu hôn tôi là 1. anh ấy cảm thấy có lỗi với tôi 2. Anh ấy cuối cùng nghĩ rằng tôi là người phù hợp nhất trong số những lời cầu hôn mà anh ấy nhận được và vì anh ấy biết rằng tôi yêu anh ấy nên có thể nghĩ rằng tôi sẽ phục tùng anh ấy và đi theo anh ấy một cách mù quáng bất cứ điều gì anh ấy nói.",0,0,0,0,0,0,1,0,0,0
Mọi thứ đều hoàn hảo ngoại trừ việc anh ấy đang lừa dối bạn gái của mình với tôi và mối quan hệ của chúng tôi là một bí mật.,0,0,0,0,1,0,0,0,0,0
"Nhưng tôi luôn tự hỏi liệu tôi có bị đánh thuốc mê và cưỡng hiếp khi còn nhỏ không. Và nếu đây là lý do tại sao cuộc sống của tôi đầy căng thẳng, tại sao tôi dường như thiếu tự tin, tại sao tôi lại mắc bệnh động kinh và các vấn đề về giấc ngủ.",0,1,0,0,0,0,0,0,0,0
Tôi ghét bản thân vì điều đó nhưng tôi không thể kiểm soát cơn giận của mình. Tôi có lòng tự trọng rất thấp và hoàn toàn không coi trọng bản thân.,0,0,0,0,0,0,0,0,0,1
"Sau hơn 10 năm kết hôn và 3 đứa con, giờ tôi tự hỏi liệu chồng tôi có phải là người tự ái và lạm dụng tình cảm tôi không vì nhiều điều anh ấy làm giống hệt như những gì cha mẹ tôi đã làm.",0,1,0,0,0,0,0,0,0,0
"Có vẻ như bất cứ điều gì tôi làm bây giờ tôi cũng sai. Nói chuyện với mọi người khiến tôi cảm thấy mình là người tìm kiếm sự chú ý, cầu xin họ chú ý đến tôi.",0,0,0,1,0,0,0,1,0,0
Tôi đã nghĩ đến việc chia tay anh ấy nhưng vẫn ở lại vì tôi sợ anh ấy sẽ tự làm hại mình để đối phó với nỗi đau hoặc làm điều gì đó tồi tệ hơn.,0,0,0,0,0,0,1,0,0,0
"Nếu tôi nghĩ anh ta là kẻ săn mồi, tôi sẽ viết gì đó trên diễn đàn chữa bệnh của anh ta nhưng tôi sẽ phải chứng minh câu chuyện của mình, điều đó có nghĩa là công khai tên của chúng tôi. Tôi biết tôi phải tha thứ cho anh ta vì lợi ích của tôi nhưng có sự chấp nhận và có sự cam chịu, có nghĩa là tôi sẽ chấp nhận nó nhưng cần phải phản đối.",0,0,1,0,0,0,0,1,0,0
"Tôi liên tục hoang tưởng và tôi bị trầm cảm nặng, lo âu, mất ngủ và ghét bản thân một cách cưỡng chế.",0,0,0,0,1,0,0,0,0,0
Họ không giúp chúng tôi mà dường như chỉ ở đó để chỉ trích chúng tôi.,0,1,0,0,0,0,0,0,0,0
"Gần như bất cứ điều gì cũng có thể làm tôi tức giận bây giờ. Cho dù đó là tôi va ngón chân, mẹ tôi ho hay hàng xóm tạo ra tiếng động nhỏ nhất khi đổ rác",0,0,0,0,0,0,0,0,1,0
"Tôi đã bị ảo tưởng trong một thời gian dài rằng mọi người có thể đọc được suy nghĩ của tôi, và có camera ở khắp mọi nơi theo dõi tôi, và rằng mọi người trên đường phố đều đang báo cáo về tôi.",0,0,0,0,0,0,1,0,0,0
"Tôi đang rơi vào trạng thái tuyệt vọng vì tôi không thể tận hưởng những gì xung quanh mình. Chim chóc, cây cối, bầu trời, nụ cười của mọi người, không gì cả. Nó không mang lại cho tôi niềm vui và nó thực sự làm tôi khó chịu. Tôi cũng rất nhạy cảm với những điều như vậy và nó ảnh hưởng đến tôi nhiều hơn bất kỳ ai khác mà tôi biết và nó làm tôi khó chịu. Tôi không thể hạnh phúc chút nào.",0,0,0,0,1,0,1,0,0,0
"Để bắt đầu, từ nhỏ tôi đã chuyển trường và được đặt vào một môi trường khác. Tôi học lớp ba và từ thời điểm đó trở đi, tôi không thể không suy sụp mỗi ngày.",0,1,0,0,0,0,0,0,1,0
Tôi bị sao vậy?! Ách tôi cần giúp đỡ! Tôi không thể ngủ được! Tôi cứ nghe thấy giọng nói và nhìn thấy người chết! Tôi thấy chị gái tôi chết trong lò sưởi! ƯGH tôi không biết phải làm gì! Điều này xảy ra hàng đêm! Tôi có nên nói với mẹ những gì đang xảy ra không?! TÔI BỊ SAO VÀ TÔI PHẢI LÀM GÌ?!!! Tôi có bị tâm thần phân liệt hay gì đó không?!,0,0,0,0,0,0,0,0,0,0
Đôi khi tôi để mẹ ngủ cùng tôi phòng trường hợp tôi chết trong giấc ngủ (tôi không muốn chết một mình). Tôi thậm chí không thể diễn tả cảm giác của mình.,0,0,0,0,0,0,1,0,0,0
"Trong ba năm qua, tôi chưa bao giờ cảm thấy ổn. Tôi bắt đầu tự rạch tay để trừng phạt bản thân vì tôi ghét bản thân. Tôi là một người rất tự ti và tôi chưa bao giờ thích bất cứ điều gì về bản thân mình.",0,1,0,0,0,0,0,0,0,0
Anh ta lạm dụng bằng lời nói và cố gắng kiểm soát mọi thứ.,0,1,0,0,0,0,0,0,0,0
"Tôi không biết phải làm gì, tôi muốn nói chuyện với cô ấy nhưng điều này chưa bao giờ xảy ra trước đây nên tôi hơi sợ, tôi không biết cô ấy sẽ phản ứng thế nào.",0,0,0,0,0,0,1,0,0,0
"Tôi luôn giữ cảm xúc trong lòng và bây giờ tôi nhận ra rằng tôi thực sự không thể giải tỏa chúng. Tôi không thể khóc dù cố gắng đến mấy và tôi đã không khóc trong khoảng một năm nay, thậm chí không phải vì đau đớn — 2 tháng trước tôi bị một mảnh kính lớn xuyên qua ngón tay và nó bị kẹt lại. Sau khi được kéo ra ở bệnh viện, tôi có một lỗ lớn nhưng tôi không khóc dù nó đau như địa ngục.",0,0,1,1,0,0,0,0,0,0
Tôi không thích đi mua sắm với anh ấy vì nó luôn kết thúc bằng việc chúng tôi cãi nhau.,0,1,0,0,0,0,0,0,0,0
Tôi muốn thấy tên khốn đã làm điều đó phải ngồi tù và muốn báo cáo những gì đã xảy ra nhưng tôi sợ không đủ bằng chứng để kết tội hoặc thậm chí tìm ra tên đó.,0,0,0,0,0,0,1,0,0,0
và đã có những lúc tôi tự hỏi tại sao tôi thậm chí nên sống khi không có gì tôi làm là đủ tốt. đôi khi tôi chủ yếu cảm thấy mình là một kẻ thất bại.,0,0,0,0,0,0,0,1,0,1
"Tôi biết có điều gì đó mờ ám nên tôi đã đối chất với anh ta và nói với anh ta đừng nói dối, nhưng anh ta vẫn tiếp tục và sẽ giả mạo mọi thứ CHỈ ĐỂ CHỤP ẢNH.",0,0,0,0,0,0,1,0,0,0
"Thường thì đồng nghiệp của tôi sẽ cố gắng đối xử với tôi như một tấm thảm chùi chân bằng cách bắt tôi làm phần lớn công việc trong khi họ hầu như không làm gì cả. Nếu tôi nói gì đó, họ sẽ ghét tôi.",0,0,0,0,0,0,1,1,0,0
"Có lẽ vì cô ấy, tôi luôn hoài nghi về hôn nhân, nghĩ rằng nếu tất cả đàn ông đều lừa dối sẽ không có ý nghĩa gì khi kết hôn.",0,1,0,0,0,0,1,0,0,0
Tôi rất muốn biết mọi người nghĩ gì về điều này vì tôi không biết phải nghĩ gì và tôi không muốn bất kỳ người bạn nào của tôi nghĩ tôi là một người lăng loàn nên tôi sẽ không hỏi họ.,0,0,0,0,0,0,0,1,0,0
"Ví dụ, tôi vô tình nói một điều mà người yêu cũ của cô ấy sẽ nói, và cô ấy đã hiểu sai, như thể tôi đang thao túng và đổ lỗi cho cô ấy về điều gì đó mà tôi đã làm.",0,0,0,0,0,0,1,0,0,0
"Những người khác, đặc biệt là bạn bè của tôi, tôi xuất hiện rạng rỡ và vui vẻ, và họ không bao giờ nhận thấy những gì đang xảy ra với tôi.",0,0,0,0,0,0,1,0,0,0
Tôi rất căng thẳng và lo lắng rằng đây là dấu hiệu của một vấn đề lớn hơn và cô ấy sẽ bị đuổi khỏi căn hộ.,0,0,0,0,0,0,1,0,0,0
"Tôi biết đây không phải là hành vi bình thường đối với bất kỳ người bình thường, hoạt động nào, nhưng đây là phương sách cuối cùng tôi cho rằng để thực sự xem liệu có bất cứ điều gì tôi có thể làm trước khi quá muộn.",0,0,1,0,0,0,0,0,0,0
"Mặc dù gần đây tôi đã ghét tương tác xã hội và cảm thấy hoàn toàn tê liệt nói chung. Vì vậy, tôi hoặc hung hăng, tê liệt, hoặc lo lắng một cách ngẫu nhiên rằng tôi đang quá xa cách hoặc quá thô bạo.",0,1,0,0,1,0,0,0,0,0
"Tôi không nghĩ mình có cảm giác bị thu hút tình dục bởi anh ấy, nhưng tôi lo lắng rằng cuối cùng tôi có thể cảm thấy như vậy.",0,1,0,0,0,0,1,0,0,0
"Bây giờ tôi bị mắc kẹt, tôi cảm thấy một phần của tôi đã biến mất và tôi không thuộc về bất cứ nơi nào, tôi cảm thấy mình muốn đi đâu đó nhưng không biết đi đâu.",0,0,0,0,1,0,0,0,0,0
"Tôi chỉ muốn người quan trọng nhất của tôi hiểu rằng gia đình không nên tham gia quá nhiều vào nhóm bạn của bạn, v.v.",0,0,1,0,0,0,0,0,0,0
"Tôi cảm thấy như bố tôi sẽ chỉ cười vào mặt tôi, và nói rằng tôi là một thằng ngốc, đó là điều ông ấy thường làm khi tôi nhờ ông ấy giúp đỡ những việc khác.",0,0,0,0,0,0,1,0,0,0
"Và vì tôi là người mà anh ấy nói chuyện nhiều nhất, anh ấy đến gặp tôi và bắt đầu nói về ""sự tức giận"" và ""cơn giận không kiểm soát"" của anh ấy, và, thành thật mà nói, tôi không nghĩ anh ấy sẽ làm gì nhiều nhưng tôi đã giữ B tránh xa anh ấy đề phòng.",0,0,0,0,0,0,0,1,1,0
Tôi đối phó với cảm xúc của mình trước mặt người khác và ảnh hưởng đến họ thay vì đối phó với cảm xúc của mình một cách riêng tư.,0,0,0,1,0,0,0,0,0,0
"Tôi biết nỗi sợ hãi là phi lý, tôi không biết tại sao tôi lại sợ nó, tôi đã sợ hãi cả đời rồi. Khi tôi nghe ai đó ho, tôi rất nhanh tức giận và tôi cảm thấy một sự thôi thúc muốn làm hại họ, nhưng thay vì làm hại họ, tôi tự làm mình đau (đấm vào người, đập đầu).",0,0,0,0,0,0,1,0,0,0
"Đó là tất cả thời gian tôi cười lớn vì mơ mộng của tôi bất cứ điều gì tôi cảm thấy. Ví dụ, nếu tôi đang ở cửa hàng tạp hóa và tôi thấy một chàng trai dễ thương, tôi sẽ tưởng tượng mình là bạn gái của anh ấy và chúng tôi có một mối quan hệ hoàn hảo, NHƯNG nếu một cô gái khác đến với anh ấy, tôi sẽ rất khó chịu và tôi PHẢI rời khỏi cửa hàng vì điều đó.",0,0,0,0,0,0,0,0,0,0
ngắn gọn là quản lý của tôi ở chỗ làm đã quấy rối tôi nhiều lần và tôi đứng yên. không phải vì tôi sợ mà chỉ đứng yên và không thể nói không. tất nhiên tôi cảm thấy nếu điều này xảy ra lần nữa tôi có lẽ sẽ phản ứng tương tự!,0,1,0,0,0,0,1,0,0,0
"Có những lúc tôi cảm thấy hoàn toàn ổn về mặt cảm xúc, nhưng tôi sẽ thấy mình nghĩ ""Tôi ghét cuộc sống của mình"" hoặc ""Tôi là một thứ vô giá trị"" hoặc những điều tương tự.",0,0,0,1,0,0,0,0,0,0
Bạn cảm thấy lạ lùng và khác biệt với mọi người (vì bạn là khác biệt).,0,0,0,0,0,0,0,1,0,0
"Tôi bị hoảng loạn và không thể học được gì trong năm cuối cấp ba. Tôi cố gắng nói chuyện với mọi người nhưng họ chỉ bảo tôi cố gắng hơn khi tôi có những ngày tồi tệ, và tôi chỉ dừng việc tìm kiếm sự giúp đỡ. Ngay cả bây giờ ở đại học tôi cũng thấy rất khó tập trung vào bất cứ điều gì. Tôi không bao giờ hài lòng về bất kỳ thành tích nào của mình và tôi nghĩ không có gì quan trọng trong cuộc sống của tôi.",0,0,0,0,1,0,0,0,0,0
"Tôi cũng bị lo lắng và trong năm ngoái và 2 năm trước tôi đã trở nên rất hoang tưởng, về việc mang thai mà không có sự thâm nhập, về việc bạn trai tôi lừa dối và về việc mẹ tôi lừa dối, và tất cả đều là sai.",0,0,0,0,1,0,0,0,0,0
"Khi tôi gặp những ""cơn lo âu"" này, tôi cảm thấy như mình không thể kiềm chế được những gì mình đang cảm thấy nữa và nó biểu hiện ra thành những hành động như tôi quên thở và run rẩy cơ thể, níu chặt lấy da đầu trong khi khóc, hoặc cảm thấy như mình không thể làm gì cả ngoài việc nhìn chằm chằm vào khoảng không và lắng nghe.",0,0,0,0,0,0,0,0,1,0
"Tôi 15 tuổi và tôi không biết tại sao nhưng tôi muốn cảm thấy buồn, tôi muốn cảm thấy trầm cảm. Tôi không biết tại sao. Các trang web khác đã nói rằng đó là để tôi tự thương hại bản thân, nhưng tôi ghét làm điều đó. Đôi khi tôi chỉ muốn ngồi trên giường và khóc mà không vì lý do gì. Có điều gì không ổn với tôi không? Tôi luôn tự nhủ ""bạn chỉ muốn được chú ý"" nhưng tôi không phải loại người đó. Tôi ghét khi mọi người nói chuyện với tôi, hỏi tôi những câu hỏi, và về cơ bản là cho tôi bất kỳ sự chú ý nào. Và tôi nghĩ đó là lý do tại sao tôi gặp khó khăn khi tìm một nguồn giúp tôi hiểu điều gì đang xảy ra với tôi. Ý tôi là, cuộc sống của tôi không hoàn hảo, mẹ tôi không ủng hộ và hầu như không làm cha mẹ. Và tôi lấy đó làm cái cớ để mình buồn. Tôi không biết phải nói gì nữa, tôi không biết tại sao tôi muốn buồn, hay tại sao tôi lại hành động như vậy. Tôi chỉ muốn biết điều gì đang xảy ra với tôi.",0,0,1,0,0,0,0,1,0,0
Tôi tin rằng tôi có một dạng lo lắng xã hội ít nghiêm trọng hơn vì tôi thực sự khó bắt đầu cuộc trò chuyện và tôi không thể hiện bản thân vì tôi nghĩ mình kỳ lạ và khác biệt và mọi người sẽ đánh giá.,0,0,0,0,0,0,1,1,0,0
"Tôi đã sống thiếu anh ấy một năm, hồi phục, rất hạnh phúc, hẹn hò và có một công việc viên mãn, nhưng tôi vẫn không ngừng cảm thấy mình đã đánh mất cơ hội già đi cùng người mình thực sự yêu.",0,0,0,0,0,0,0,0,0,0
Tôi luôn có cảm giác nghi ngờ và sợ hãi. Tôi cảm thấy như mình đang lên kế hoạch cho cái chết của chính mình thay vì đám cưới của mình. Bất kỳ suy nghĩ hoặc cuộc trò chuyện nào về đám cưới đều khiến tôi đau bụng.,0,0,0,0,0,0,0,0,1,0
"Tôi đã vượt qua trầm cảm nhiều năm trước, nhưng ngay cả khi không có nó, tôi vẫn là một người hướng nội, chưa bao giờ ổn định về mặt cảm xúc và tôi cảm thấy bạn trai tôi đang lợi dụng điều này chống lại tôi.",0,0,0,0,0,0,1,0,0,0
"Tôi tức giận vì mọi điều nhỏ nhặt anh ấy làm như về nhà muộn từ công việc hoặc khi anh ấy nói những điều mà tôi không nên tức giận. Tôi muốn thay đổi và buông bỏ tất cả sự tức giận, tôi biết điều đó không lành mạnh nên tôi muốn thay đổi, tôi chỉ không biết làm thế nào…",0,0,1,0,1,0,0,0,0,0
"Gần đây tôi đang đối phó với hành vi kỳ lạ. Nghe có vẻ như tôi là một đứa trẻ hư, nhưng tôi cảm thấy không phải vậy vì tôi chưa bao giờ trải nghiệm những cảm xúc và hành vi như thế này.",0,0,0,0,0,0,0,1,0,0
"Tôi không cảm thấy mình có một tương lai hạnh phúc phía trước. Tôi không thích công việc của mình, tôi gần như không có bạn bè kể từ khi tôi bỏ rượu và ma túy, tôi luôn lo lắng về những điều thậm chí không quan trọng, tôi vẫn nghĩ về cô gái đã làm tan nát trái tim tôi hơn mười năm trước, anh trai tôi (người mà tôi rất yêu thương) sống ở phía bên kia đất nước, tôi không biết tìm một cô gái tử tế để bắt đầu một gia đình ở đâu, tôi không có động lực hay hứng thú để trò chuyện với mọi người, tôi rất ít hứng thú với nhiều điều tôi từng thích làm, và thẳng thắn mà nói, tôi sợ rằng tôi sẽ chết một mình mà không có gia đình.",0,0,0,0,1,0,1,0,0,0
"Nhưng khi tôi lớn lên, cảm giác này trở nên ít thú vị hơn, và gây khó chịu hơn nhiều. Tôi gỡ bỏ tất cả các poster, che các hộp DVD, vẽ lên mắt trên sách.",0,0,0,0,0,0,0,0,0,0
Tôi 16 tuổi và năm nay là năm tồi tệ nhất đối với tôi.,0,0,0,0,1,0,0,0,0,0
"Chỉ có hai người tôi không bao giờ có thể giết, và họ không phải là thành viên trong gia đình tôi, điều đó có nghĩa là tôi phải kiểm soát bản thân rất nhiều mỗi ngày xung quanh những người tôi được cho là 'yêu thương'.",0,0,1,0,0,0,0,0,0,0
"Tôi đã đến gặp họ nhiều lần và nói với họ rằng họ đang quá kiểm soát và tôi thậm chí đã suy sụp trong một trong những cuộc ""nói chuyện"" của chúng tôi và nói với họ rằng tôi đã bị trầm cảm và tự làm hại bản thân một chút nhưng họ dường như không quan tâm. Tất cả những gì họ quan tâm là tôi không hề gần gũi với ""lối sống thay thế"" đó.",0,0,0,0,0,0,1,0,0,0
"Tôi không muốn nó bị lãng phí vào tôi, một người sẽ không sống quá hai mươi tuổi.",0,0,0,0,0,0,1,0,0,0
"Tôi biết theo xã hội và tâm lý học thì điều đó nên làm tôi bận tâm, nhưng nó không làm.",0,0,1,0,0,0,0,0,0,0
Giống như ngồi trên một quả bom hẹn giờ và cố gắng làm cho nó phát nổ.,0,0,0,0,0,0,0,0,0,0
"đôi khi tôi cảm thấy như mọi người nghĩ tôi xấu xí và ngu ngốc và những thứ khác, và đôi khi tôi cảm thấy mình hoàn toàn tuyệt vời.",0,0,0,0,0,0,1,0,0,0
Tôi cũng cực kỳ sợ bị người khác đánh giá về những quyết định của mình. Tôi đã làm việc một chút nhưng gặp khó khăn trong môi trường đó vì tôi không thể tập trung vì tôi cảm thấy người khác đang nói hoặc nghĩ xấu về tôi.,0,0,0,0,0,0,1,0,0,0
"Ý tôi là, nếu con cái tôi biết về điều này, chúng sẽ nghĩ tôi hoàn toàn mất trí.",0,0,0,0,0,0,1,0,0,0
"Vì tôi thấy họ không thân thiện, tôi dành nhiều thời gian trong phòng và ở gần bạn trai của mình, vì vậy bọn trẻ cảm thấy tôi không muốn chúng ở bên cạnh.",0,0,0,0,0,0,1,0,0,0
"Một điều là, tôi biết mình thiếu rất nhiều sự đồng cảm. Rất nhiều người quen biết tôi nói với tôi điều này. Một ví dụ là, có lần tôi làm bạn tôi buồn (cô ấy khóc rất nhiều) và tôi không hề quan tâm. Tôi biết cô ấy cảm thấy thế nào nhưng tôi không thực sự quan tâm. Tôi không cảm thấy hối hận chút nào.",0,1,0,0,0,0,0,0,0,0
"Năm ngoái, vì một sai lầm ngu ngốc mà tôi đã gây ra, tôi đã cãi vã lớn với một số người bạn thân nhất của mình và những người còn lại đã phản bội tôi.",0,1,0,0,0,0,0,0,0,0
"Và tôi đã khóc rất nhiều vì nhiều thứ như bài vở ở trường và căng thẳng. Ngay cả những điều nhỏ nhặt nhất như vô tình nghe bạn học chế giễu cân nặng của tôi. Vì vậy, tôi sợ rằng mình đang phản ứng thái quá như một nữ hoàng kịch tính phiền phức, ngu ngốc, béo phì mà tôi đang là. ",0,0,0,0,0,0,0,1,1,0
"Cha tôi và tôi luôn có một mối quan hệ yêu thương và trọn vẹn nhưng mẹ tôi không khỏe mạnh về tinh thần, vì vậy đôi khi tôi cảm thấy như có một khoảng trống cần được lấp đầy trong trái tim tôi.",0,0,0,0,0,0,0,1,0,0
"Tôi cho rằng mọi người muốn tôi chết khi họ chỉ trích tôi. Tôi bị bắt nạt khi còn nhỏ và ở tuổi thiếu niên, điều đó đang gây ra cho tôi rất nhiều vấn đề.",0,1,0,0,0,0,1,0,0,0
Tôi đã có rất nhiều mối quan hệ tồi tệ nên tôi nghĩ Chúa cuối cùng đã đáp lời cầu nguyện của tôi. TÔI ĐÃ SAI. Chúng tôi đã có một cuộc tranh cãi tồi tệ nhất mà tôi từng có với bất kỳ ai!,0,0,0,0,0,0,0,0,0,1
"Chúng tôi đã cãi nhau với con trai tuổi teen của mình, thằng bé thô lỗ và xấc xược.",0,0,0,0,0,0,0,1,0,0
Và tôi cứ nhảy vào võ đài để nhận thêm những cú đấm.,0,0,0,1,0,0,0,0,0,0
"Tôi nhìn thế giới xung quanh mình, và cảm thấy như thể tôi sẽ không bao giờ hạnh phúc, vì sự căm ghét mà tôi tràn ngập.",0,0,0,0,0,0,1,0,1,0
tôi bị lo lắng và sợ mắc bệnh tâm thần phân liệt suốt 12 giờ. điều này xảy ra khoảng 7 tháng trước. kể từ đó tôi phải bỏ cần sa vì nó gây cho tôi những cơn hoảng loạn.,0,1,0,0,0,0,0,0,0,0
tôi vừa kết thúc hóa trị và tôi đang khỏe hơn nhưng tôi sợ điều gì sẽ xảy ra tiếp theo nếu tuổi thơ của tôi thật tồi tệ và khi tôi 18 tuổi là ung thư thì sao khi tôi 21?,1,1,0,0,0,0,0,0,0,0
Chồng tôi không đối phó tốt với ý nghĩ mất gia đình và tôi không nghĩ anh ấy đang suy nghĩ rõ ràng.,0,0,0,0,0,0,1,0,0,0
"Tôi kiệt sức mỗi ngày, tôi không thể tập trung vào việc học và chúng tôi cãi nhau vì điều này bởi vì tôi nói lên sự khó chịu của mình.",0,0,0,0,0,0,0,0,0,0
"tôi nhận thấy rằng tôi gặp khó khăn trong việc đưa ra quyết định, tôi luôn cho phép người khác quyết định/lựa chọn thay tôi, như để mẹ tôi quyết định trường học và đại học nào tôi nên đi, môn học nào tôi nên học. bắt đầu từ trường tiểu học tôi luôn dựa dẫm vào một người bạn (tôi không thể sống thiếu bạn bè), tôi sẽ cảm thấy lo lắng và bất lực khi tôi ở một mình.",0,1,0,0,0,0,0,0,0,0
Những suy nghĩ này khiến tôi vô cùng lo lắng nhưng tôi chưa bao giờ thực sự được điều trị sức khỏe tâm thần.,0,0,0,0,0,0,0,0,1,0
"Có những ngày tôi muốn ở bên cô ấy, có những ngày tôi muốn cô ấy biến khỏi cuộc đời tôi.",0,0,0,0,0,0,0,0,0,1
Tôi lớn lên với một người mẹ ái kỷ và một người cha vắng mặt.,0,0,0,0,0,0,0,1,0,0
